RegionID,RegionName,City,State,CountyName,SizeRank,Date,value
93296,80220,Denver,CO,Denver,1249,1998-08-01,178500.0
93307,80231,Denver,CO,Denver,1272,1998-08-01,177200.0
93287,80210,Denver,CO,Denver,1326,1998-08-01,184600.0
93288,80211,Denver,CO,Denver,1388,1998-08-01,132300.0
93212,80022,Commerce City,CO,Adams,1681,1998-08-01,120600.0
93211,80021,Westminster,CO,Adams,1761,1998-08-01,147500.0
93282,80205,Denver,CO,Denver,1844,1998-08-01,98300.0
93280,80203,Denver,CO,Denver,1941,1998-08-01,169100.0
93320,80247,Denver,CO,Denver,1948,1998-08-01,157000.0
93281,80204,Denver,CO,Denver,2156,1998-08-01,96200.0
93297,80221,Sherrelwood,CO,Adams,2166,1998-08-01,114600.0
93219,80031,Westminster,CO,Adams,2261,1998-08-01,146200.0
93286,80209,Denver,CO,Denver,2327,1998-08-01,240900.0
93283,80206,Denver,CO,Denver,2331,1998-08-01,240300.0
93474,80601,Brighton,CO,Adams,2721,1998-08-01,143500.0
93330,80260,Thornton,CO,Adams,2863,1998-08-01,128800.0
93294,80218,Denver,CO,Denver,3055,1998-08-01,249400.0
93313,80237,Denver,CO,Denver,3118,1998-08-01,210300.0
93475,80602,Thornton,CO,Adams,3272,1998-08-01,190300.0
93315,80239,Denver,CO,Denver,3344,1998-08-01,117500.0
93316,80241,Thornton,CO,Adams,3426,1998-08-01,160600.0
93310,80234,Westminster,CO,Adams,3594,1998-08-01,160200.0
93298,80222,Denver,CO,Denver,3801,1998-08-01,149000.0
93322,80249,Denver,CO,Denver,4756,1998-08-01,145400.0
93289,80212,Denver,CO,Denver,4845,1998-08-01,134800.0
93300,80224,Denver,CO,Denver,5211,1998-08-01,172000.0
93284,80207,Denver,CO,Denver,5218,1998-08-01,114900.0
93314,80238,Denver,CO,Denver,5359,1998-08-01,179700.0
93319,80246,Denver,CO,Denver,5528,1998-08-01,170900.0
93299,80223,Denver,CO,Denver,5869,1998-08-01,103800.0
93688,81101,Alamosa,CO,Alamosa,6324,1998-08-01,62500.0
93218,80030,Westminster,CO,Adams,6779,1998-08-01,118700.0
93312,80236,Denver,CO,Denver,6891,1998-08-01,144600.0
93723,81201,Salida,CO,Chaffee,7547,1998-08-01,139000.0
93577,80863,Woodland Park,CO,Teller,7580,1998-08-01,173400.0
93737,81230,Gunnison,CO,Gunnison,7662,1998-08-01,130700.0
93306,80230,Denver,CO,Denver,8540,1998-08-01,272700.0
93493,80640,Commerce City,CO,Adams,8665,1998-08-01,162700.0
93725,81211,Buena Vista,CO,Chaffee,8677,1998-08-01,133300.0
93374,80421,Bailey,CO,Park,8799,1998-08-01,152500.0
93311,80235,Denver,CO,Denver,8995,1998-08-01,197000.0
93732,81224,Crested Butte,CO,Gunnison,9274,1998-08-01,258300.0
93551,80816,Florissant,CO,Teller,9542,1998-08-01,108800.0
93234,80102,Bennett,CO,Adams,10639,1998-08-01,146300.0
93265,80136,Strasburg,CO,Adams,10681,1998-08-01,139600.0
93549,80814,Divide,CO,Teller,10965,1998-08-01,129900.0
93396,80446,Granby,CO,Grand,11159,1998-08-01,126900.0
93393,80442,Fraser,CO,Grand,12023,1998-08-01,177800.0
93397,80447,Grand Lake,CO,Grand,12040,1998-08-01,167500.0
93392,80440,Fairplay,CO,Park,12096,1998-08-01,125000.0
93426,80482,Winter Park,CO,Grand,12277,1998-08-01,192800.0
93548,80813,Cripple Creek,CO,Teller,12902,1998-08-01,96900.0
93742,81236,Nathrop,CO,Chaffee,13610,1998-08-01,152600.0
93399,80449,Hartsel,CO,Park,14218,1998-08-01,57100.0
93562,80827,Lake George,CO,Park,14523,1998-08-01,100600.0
93405,80456,Jefferson,CO,Park,14686,1998-08-01,74000.0
93733,81225,Mount Crested Butte,CO,Gunnison,14722,1998-08-01,270100.0
93295,80219,Denver,CO,Denver,611,1998-09-01,105300.0
93252,80123,Denver,CO,Denver,753,1998-09-01,178200.0
93305,80229,Thornton,CO,Adams,943,1998-09-01,114500.0
93309,80233,Northglenn,CO,Adams,1106,1998-09-01,127300.0
93296,80220,Denver,CO,Denver,1249,1998-09-01,180300.0
93307,80231,Denver,CO,Denver,1272,1998-09-01,178100.0
93287,80210,Denver,CO,Denver,1326,1998-09-01,187300.0
93288,80211,Denver,CO,Denver,1388,1998-09-01,134000.0
93212,80022,Commerce City,CO,Adams,1681,1998-09-01,121600.0
93211,80021,Westminster,CO,Adams,1761,1998-09-01,148400.0
93282,80205,Denver,CO,Denver,1844,1998-09-01,99800.0
93280,80203,Denver,CO,Denver,1941,1998-09-01,171000.0
93320,80247,Denver,CO,Denver,1948,1998-09-01,158000.0
93281,80204,Denver,CO,Denver,2156,1998-09-01,97200.0
93297,80221,Sherrelwood,CO,Adams,2166,1998-09-01,115600.0
93219,80031,Westminster,CO,Adams,2261,1998-09-01,147100.0
93286,80209,Denver,CO,Denver,2327,1998-09-01,244000.0
93283,80206,Denver,CO,Denver,2331,1998-09-01,243000.0
93474,80601,Brighton,CO,Adams,2721,1998-09-01,144600.0
93330,80260,Thornton,CO,Adams,2863,1998-09-01,129700.0
93294,80218,Denver,CO,Denver,3055,1998-09-01,252400.0
93313,80237,Denver,CO,Denver,3118,1998-09-01,211900.0
93475,80602,Thornton,CO,Adams,3272,1998-09-01,192500.0
93315,80239,Denver,CO,Denver,3344,1998-09-01,118300.0
93316,80241,Thornton,CO,Adams,3426,1998-09-01,161600.0
93310,80234,Westminster,CO,Adams,3594,1998-09-01,161300.0
93298,80222,Denver,CO,Denver,3801,1998-09-01,150100.0
93322,80249,Denver,CO,Denver,4756,1998-09-01,146400.0
93289,80212,Denver,CO,Denver,4845,1998-09-01,136200.0
93300,80224,Denver,CO,Denver,5211,1998-09-01,173400.0
93284,80207,Denver,CO,Denver,5218,1998-09-01,116900.0
93314,80238,Denver,CO,Denver,5359,1998-09-01,182100.0
93319,80246,Denver,CO,Denver,5528,1998-09-01,172000.0
93299,80223,Denver,CO,Denver,5869,1998-09-01,105000.0
93688,81101,Alamosa,CO,Alamosa,6324,1998-09-01,63000.0
93218,80030,Westminster,CO,Adams,6779,1998-09-01,119600.0
93312,80236,Denver,CO,Denver,6891,1998-09-01,145500.0
93723,81201,Salida,CO,Chaffee,7547,1998-09-01,140700.0
93577,80863,Woodland Park,CO,Teller,7580,1998-09-01,173200.0
93737,81230,Gunnison,CO,Gunnison,7662,1998-09-01,132300.0
93306,80230,Denver,CO,Denver,8540,1998-09-01,272600.0
93493,80640,Commerce City,CO,Adams,8665,1998-09-01,163800.0
93725,81211,Buena Vista,CO,Chaffee,8677,1998-09-01,134300.0
93374,80421,Bailey,CO,Park,8799,1998-09-01,154000.0
93311,80235,Denver,CO,Denver,8995,1998-09-01,198100.0
93732,81224,Crested Butte,CO,Gunnison,9274,1998-09-01,259300.0
93551,80816,Florissant,CO,Teller,9542,1998-09-01,110500.0
93234,80102,Bennett,CO,Adams,10639,1998-09-01,147900.0
93265,80136,Strasburg,CO,Adams,10681,1998-09-01,141100.0
93549,80814,Divide,CO,Teller,10965,1998-09-01,130700.0
93396,80446,Granby,CO,Grand,11159,1998-09-01,128000.0
93393,80442,Fraser,CO,Grand,12023,1998-09-01,181500.0
93397,80447,Grand Lake,CO,Grand,12040,1998-09-01,169400.0
93392,80440,Fairplay,CO,Park,12096,1998-09-01,126600.0
93426,80482,Winter Park,CO,Grand,12277,1998-09-01,197400.0
93548,80813,Cripple Creek,CO,Teller,12902,1998-09-01,96800.0
93742,81236,Nathrop,CO,Chaffee,13610,1998-09-01,154600.0
93399,80449,Hartsel,CO,Park,14218,1998-09-01,58300.0
93562,80827,Lake George,CO,Park,14523,1998-09-01,101700.0
93405,80456,Jefferson,CO,Park,14686,1998-09-01,75300.0
93733,81225,Mount Crested Butte,CO,Gunnison,14722,1998-09-01,274500.0
93295,80219,Denver,CO,Denver,611,1998-10-01,106600.0
93252,80123,Denver,CO,Denver,753,1998-10-01,179400.0
93305,80229,Thornton,CO,Adams,943,1998-10-01,115500.0
93309,80233,Northglenn,CO,Adams,1106,1998-10-01,128400.0
93296,80220,Denver,CO,Denver,1249,1998-10-01,182200.0
93307,80231,Denver,CO,Denver,1272,1998-10-01,179200.0
93287,80210,Denver,CO,Denver,1326,1998-10-01,190000.0
93288,80211,Denver,CO,Denver,1388,1998-10-01,135600.0
93212,80022,Commerce City,CO,Adams,1681,1998-10-01,122700.0
93211,80021,Westminster,CO,Adams,1761,1998-10-01,149300.0
93282,80205,Denver,CO,Denver,1844,1998-10-01,101200.0
93280,80203,Denver,CO,Denver,1941,1998-10-01,173100.0
93320,80247,Denver,CO,Denver,1948,1998-10-01,159100.0
93281,80204,Denver,CO,Denver,2156,1998-10-01,98400.0
93297,80221,Sherrelwood,CO,Adams,2166,1998-10-01,116600.0
93219,80031,Westminster,CO,Adams,2261,1998-10-01,148100.0
93286,80209,Denver,CO,Denver,2327,1998-10-01,247200.0
93283,80206,Denver,CO,Denver,2331,1998-10-01,245700.0
93474,80601,Brighton,CO,Adams,2721,1998-10-01,145600.0
93330,80260,Thornton,CO,Adams,2863,1998-10-01,130600.0
93294,80218,Denver,CO,Denver,3055,1998-10-01,255500.0
93313,80237,Denver,CO,Denver,3118,1998-10-01,213700.0
93475,80602,Thornton,CO,Adams,3272,1998-10-01,194900.0
93315,80239,Denver,CO,Denver,3344,1998-10-01,119100.0
93316,80241,Thornton,CO,Adams,3426,1998-10-01,162700.0
93310,80234,Westminster,CO,Adams,3594,1998-10-01,162500.0
93298,80222,Denver,CO,Denver,3801,1998-10-01,151400.0
93322,80249,Denver,CO,Denver,4756,1998-10-01,147400.0
93289,80212,Denver,CO,Denver,4845,1998-10-01,137600.0
93300,80224,Denver,CO,Denver,5211,1998-10-01,174800.0
93284,80207,Denver,CO,Denver,5218,1998-10-01,118700.0
93314,80238,Denver,CO,Denver,5359,1998-10-01,184400.0
93319,80246,Denver,CO,Denver,5528,1998-10-01,173100.0
93299,80223,Denver,CO,Denver,5869,1998-10-01,106100.0
93688,81101,Alamosa,CO,Alamosa,6324,1998-10-01,63600.0
93218,80030,Westminster,CO,Adams,6779,1998-10-01,120600.0
93312,80236,Denver,CO,Denver,6891,1998-10-01,146500.0
93723,81201,Salida,CO,Chaffee,7547,1998-10-01,142300.0
93577,80863,Woodland Park,CO,Teller,7580,1998-10-01,173000.0
93737,81230,Gunnison,CO,Gunnison,7662,1998-10-01,133800.0
93306,80230,Denver,CO,Denver,8540,1998-10-01,272700.0
93493,80640,Commerce City,CO,Adams,8665,1998-10-01,164900.0
93725,81211,Buena Vista,CO,Chaffee,8677,1998-10-01,135400.0
93374,80421,Bailey,CO,Park,8799,1998-10-01,155600.0
93311,80235,Denver,CO,Denver,8995,1998-10-01,199300.0
93732,81224,Crested Butte,CO,Gunnison,9274,1998-10-01,260000.0
93551,80816,Florissant,CO,Teller,9542,1998-10-01,112000.0
93234,80102,Bennett,CO,Adams,10639,1998-10-01,149500.0
93265,80136,Strasburg,CO,Adams,10681,1998-10-01,142700.0
93549,80814,Divide,CO,Teller,10965,1998-10-01,131500.0
93396,80446,Granby,CO,Grand,11159,1998-10-01,129100.0
93393,80442,Fraser,CO,Grand,12023,1998-10-01,185200.0
93397,80447,Grand Lake,CO,Grand,12040,1998-10-01,171300.0
93392,80440,Fairplay,CO,Park,12096,1998-10-01,128200.0
93426,80482,Winter Park,CO,Grand,12277,1998-10-01,202300.0
93548,80813,Cripple Creek,CO,Teller,12902,1998-10-01,96700.0
93742,81236,Nathrop,CO,Chaffee,13610,1998-10-01,156500.0
93399,80449,Hartsel,CO,Park,14218,1998-10-01,59400.0
93562,80827,Lake George,CO,Park,14523,1998-10-01,102800.0
93405,80456,Jefferson,CO,Park,14686,1998-10-01,76600.0
93733,81225,Mount Crested Butte,CO,Gunnison,14722,1998-10-01,278900.0
93295,80219,Denver,CO,Denver,611,1998-11-01,107900.0
93252,80123,Denver,CO,Denver,753,1998-11-01,180700.0
93305,80229,Thornton,CO,Adams,943,1998-11-01,116500.0
93309,80233,Northglenn,CO,Adams,1106,1998-11-01,129500.0
93296,80220,Denver,CO,Denver,1249,1998-11-01,184100.0
93307,80231,Denver,CO,Denver,1272,1998-11-01,180300.0
93287,80210,Denver,CO,Denver,1326,1998-11-01,192800.0
93288,80211,Denver,CO,Denver,1388,1998-11-01,137300.0
93212,80022,Commerce City,CO,Adams,1681,1998-11-01,123800.0
93211,80021,Westminster,CO,Adams,1761,1998-11-01,150400.0
93282,80205,Denver,CO,Denver,1844,1998-11-01,102700.0
93280,80203,Denver,CO,Denver,1941,1998-11-01,175300.0
93320,80247,Denver,CO,Denver,1948,1998-11-01,160300.0
93281,80204,Denver,CO,Denver,2156,1998-11-01,99500.0
93297,80221,Sherrelwood,CO,Adams,2166,1998-11-01,117700.0
93219,80031,Westminster,CO,Adams,2261,1998-11-01,149100.0
93286,80209,Denver,CO,Denver,2327,1998-11-01,250400.0
93283,80206,Denver,CO,Denver,2331,1998-11-01,248600.0
93474,80601,Brighton,CO,Adams,2721,1998-11-01,146600.0
93330,80260,Thornton,CO,Adams,2863,1998-11-01,131600.0
93294,80218,Denver,CO,Denver,3055,1998-11-01,258700.0
93313,80237,Denver,CO,Denver,3118,1998-11-01,215600.0
93475,80602,Thornton,CO,Adams,3272,1998-11-01,197600.0
93315,80239,Denver,CO,Denver,3344,1998-11-01,119900.0
93316,80241,Thornton,CO,Adams,3426,1998-11-01,163800.0
93310,80234,Westminster,CO,Adams,3594,1998-11-01,163700.0
93298,80222,Denver,CO,Denver,3801,1998-11-01,152600.0
93322,80249,Denver,CO,Denver,4756,1998-11-01,148400.0
93289,80212,Denver,CO,Denver,4845,1998-11-01,139000.0
93300,80224,Denver,CO,Denver,5211,1998-11-01,176300.0
93284,80207,Denver,CO,Denver,5218,1998-11-01,120500.0
93314,80238,Denver,CO,Denver,5359,1998-11-01,186600.0
93319,80246,Denver,CO,Denver,5528,1998-11-01,174400.0
93299,80223,Denver,CO,Denver,5869,1998-11-01,107300.0
93688,81101,Alamosa,CO,Alamosa,6324,1998-11-01,64200.0
93218,80030,Westminster,CO,Adams,6779,1998-11-01,121700.0
93312,80236,Denver,CO,Denver,6891,1998-11-01,147600.0
93723,81201,Salida,CO,Chaffee,7547,1998-11-01,144100.0
93577,80863,Woodland Park,CO,Teller,7580,1998-11-01,172700.0
93737,81230,Gunnison,CO,Gunnison,7662,1998-11-01,135300.0
93306,80230,Denver,CO,Denver,8540,1998-11-01,273200.0
93493,80640,Commerce City,CO,Adams,8665,1998-11-01,166100.0
93725,81211,Buena Vista,CO,Chaffee,8677,1998-11-01,136500.0
93374,80421,Bailey,CO,Park,8799,1998-11-01,157100.0
93311,80235,Denver,CO,Denver,8995,1998-11-01,200600.0
93732,81224,Crested Butte,CO,Gunnison,9274,1998-11-01,260700.0
93551,80816,Florissant,CO,Teller,9542,1998-11-01,113400.0
93234,80102,Bennett,CO,Adams,10639,1998-11-01,151300.0
93265,80136,Strasburg,CO,Adams,10681,1998-11-01,144400.0
93549,80814,Divide,CO,Teller,10965,1998-11-01,132400.0
93396,80446,Granby,CO,Grand,11159,1998-11-01,130200.0
93393,80442,Fraser,CO,Grand,12023,1998-11-01,188700.0
93397,80447,Grand Lake,CO,Grand,12040,1998-11-01,173200.0
93392,80440,Fairplay,CO,Park,12096,1998-11-01,129600.0
93426,80482,Winter Park,CO,Grand,12277,1998-11-01,207600.0
93548,80813,Cripple Creek,CO,Teller,12902,1998-11-01,96400.0
93742,81236,Nathrop,CO,Chaffee,13610,1998-11-01,158500.0
93399,80449,Hartsel,CO,Park,14218,1998-11-01,60300.0
93562,80827,Lake George,CO,Park,14523,1998-11-01,104000.0
93405,80456,Jefferson,CO,Park,14686,1998-11-01,77900.0
93733,81225,Mount Crested Butte,CO,Gunnison,14722,1998-11-01,283200.0
93295,80219,Denver,CO,Denver,611,1998-12-01,109300.0
93252,80123,Denver,CO,Denver,753,1998-12-01,182200.0
93305,80229,Thornton,CO,Adams,943,1998-12-01,117600.0
93309,80233,Northglenn,CO,Adams,1106,1998-12-01,130700.0
93296,80220,Denver,CO,Denver,1249,1998-12-01,186200.0
93307,80231,Denver,CO,Denver,1272,1998-12-01,181600.0
93287,80210,Denver,CO,Denver,1326,1998-12-01,195800.0
93288,80211,Denver,CO,Denver,1388,1998-12-01,139200.0
93212,80022,Commerce City,CO,Adams,1681,1998-12-01,125000.0
93211,80021,Westminster,CO,Adams,1761,1998-12-01,151700.0
93282,80205,Denver,CO,Denver,1844,1998-12-01,104400.0
93280,80203,Denver,CO,Denver,1941,1998-12-01,177800.0
93320,80247,Denver,CO,Denver,1948,1998-12-01,161700.0
93281,80204,Denver,CO,Denver,2156,1998-12-01,100800.0
93297,80221,Sherrelwood,CO,Adams,2166,1998-12-01,118900.0
93219,80031,Westminster,CO,Adams,2261,1998-12-01,150200.0
93286,80209,Denver,CO,Denver,2327,1998-12-01,253900.0
93283,80206,Denver,CO,Denver,2331,1998-12-01,251800.0
93474,80601,Brighton,CO,Adams,2721,1998-12-01,147600.0
93330,80260,Thornton,CO,Adams,2863,1998-12-01,132800.0
93294,80218,Denver,CO,Denver,3055,1998-12-01,262500.0
93313,80237,Denver,CO,Denver,3118,1998-12-01,217600.0
93475,80602,Thornton,CO,Adams,3272,1998-12-01,200400.0
93315,80239,Denver,CO,Denver,3344,1998-12-01,120600.0
93316,80241,Thornton,CO,Adams,3426,1998-12-01,165000.0
93310,80234,Westminster,CO,Adams,3594,1998-12-01,165200.0
93298,80222,Denver,CO,Denver,3801,1998-12-01,154100.0
93322,80249,Denver,CO,Denver,4756,1998-12-01,149300.0
93289,80212,Denver,CO,Denver,4845,1998-12-01,140700.0
93300,80224,Denver,CO,Denver,5211,1998-12-01,177900.0
93284,80207,Denver,CO,Denver,5218,1998-12-01,122300.0
93314,80238,Denver,CO,Denver,5359,1998-12-01,188800.0
93319,80246,Denver,CO,Denver,5528,1998-12-01,175900.0
93299,80223,Denver,CO,Denver,5869,1998-12-01,108600.0
93688,81101,Alamosa,CO,Alamosa,6324,1998-12-01,64800.0
93218,80030,Westminster,CO,Adams,6779,1998-12-01,122900.0
93312,80236,Denver,CO,Denver,6891,1998-12-01,148900.0
93723,81201,Salida,CO,Chaffee,7547,1998-12-01,146200.0
93577,80863,Woodland Park,CO,Teller,7580,1998-12-01,172300.0
93737,81230,Gunnison,CO,Gunnison,7662,1998-12-01,136900.0
93306,80230,Denver,CO,Denver,8540,1998-12-01,274000.0
93493,80640,Commerce City,CO,Adams,8665,1998-12-01,167500.0
93725,81211,Buena Vista,CO,Chaffee,8677,1998-12-01,137800.0
93374,80421,Bailey,CO,Park,8799,1998-12-01,158800.0
93311,80235,Denver,CO,Denver,8995,1998-12-01,202100.0
93732,81224,Crested Butte,CO,Gunnison,9274,1998-12-01,261600.0
93551,80816,Florissant,CO,Teller,9542,1998-12-01,114700.0
93234,80102,Bennett,CO,Adams,10639,1998-12-01,153400.0
93265,80136,Strasburg,CO,Adams,10681,1998-12-01,146400.0
93549,80814,Divide,CO,Teller,10965,1998-12-01,133400.0
93396,80446,Granby,CO,Grand,11159,1998-12-01,131500.0
93393,80442,Fraser,CO,Grand,12023,1998-12-01,192200.0
93397,80447,Grand Lake,CO,Grand,12040,1998-12-01,175200.0
93392,80440,Fairplay,CO,Park,12096,1998-12-01,131200.0
93426,80482,Winter Park,CO,Grand,12277,1998-12-01,213500.0
93548,80813,Cripple Creek,CO,Teller,12902,1998-12-01,96200.0
93742,81236,Nathrop,CO,Chaffee,13610,1998-12-01,161100.0
93399,80449,Hartsel,CO,Park,14218,1998-12-01,61400.0
93562,80827,Lake George,CO,Park,14523,1998-12-01,105300.0
93405,80456,Jefferson,CO,Park,14686,1998-12-01,79300.0
93733,81225,Mount Crested Butte,CO,Gunnison,14722,1998-12-01,287900.0
93295,80219,Denver,CO,Denver,611,1999-01-01,110700.0
93252,80123,Denver,CO,Denver,753,1999-01-01,183900.0
93305,80229,Thornton,CO,Adams,943,1999-01-01,118800.0
93309,80233,Northglenn,CO,Adams,1106,1999-01-01,132000.0
93296,80220,Denver,CO,Denver,1249,1999-01-01,188500.0
93307,80231,Denver,CO,Denver,1272,1999-01-01,182900.0
93287,80210,Denver,CO,Denver,1326,1999-01-01,198700.0
93288,80211,Denver,CO,Denver,1388,1999-01-01,141200.0
93212,80022,Commerce City,CO,Adams,1681,1999-01-01,126200.0
93211,80021,Westminster,CO,Adams,1761,1999-01-01,153200.0
93282,80205,Denver,CO,Denver,1844,1999-01-01,106000.0
93280,80203,Denver,CO,Denver,1941,1999-01-01,180400.0
93320,80247,Denver,CO,Denver,1948,1999-01-01,163200.0
93281,80204,Denver,CO,Denver,2156,1999-01-01,102100.0
93297,80221,Sherrelwood,CO,Adams,2166,1999-01-01,120100.0
93219,80031,Westminster,CO,Adams,2261,1999-01-01,151400.0
93286,80209,Denver,CO,Denver,2327,1999-01-01,257500.0
93283,80206,Denver,CO,Denver,2331,1999-01-01,255000.0
93474,80601,Brighton,CO,Adams,2721,1999-01-01,148700.0
93330,80260,Thornton,CO,Adams,2863,1999-01-01,134000.0
93294,80218,Denver,CO,Denver,3055,1999-01-01,266300.0
93313,80237,Denver,CO,Denver,3118,1999-01-01,219900.0
93475,80602,Thornton,CO,Adams,3272,1999-01-01,203300.0
93315,80239,Denver,CO,Denver,3344,1999-01-01,121400.0
93316,80241,Thornton,CO,Adams,3426,1999-01-01,166200.0
93310,80234,Westminster,CO,Adams,3594,1999-01-01,166900.0
93298,80222,Denver,CO,Denver,3801,1999-01-01,155600.0
93322,80249,Denver,CO,Denver,4756,1999-01-01,150200.0
93289,80212,Denver,CO,Denver,4845,1999-01-01,142400.0
93300,80224,Denver,CO,Denver,5211,1999-01-01,179800.0
93284,80207,Denver,CO,Denver,5218,1999-01-01,124100.0
93314,80238,Denver,CO,Denver,5359,1999-01-01,191200.0
93319,80246,Denver,CO,Denver,5528,1999-01-01,177500.0
93299,80223,Denver,CO,Denver,5869,1999-01-01,110000.0
93688,81101,Alamosa,CO,Alamosa,6324,1999-01-01,65500.0
93218,80030,Westminster,CO,Adams,6779,1999-01-01,124200.0
93312,80236,Denver,CO,Denver,6891,1999-01-01,150200.0
93723,81201,Salida,CO,Chaffee,7547,1999-01-01,148300.0
93577,80863,Woodland Park,CO,Teller,7580,1999-01-01,171900.0
93737,81230,Gunnison,CO,Gunnison,7662,1999-01-01,138500.0
93306,80230,Denver,CO,Denver,8540,1999-01-01,275200.0
93493,80640,Commerce City,CO,Adams,8665,1999-01-01,169000.0
93725,81211,Buena Vista,CO,Chaffee,8677,1999-01-01,139300.0
93374,80421,Bailey,CO,Park,8799,1999-01-01,160500.0
93311,80235,Denver,CO,Denver,8995,1999-01-01,203700.0
93732,81224,Crested Butte,CO,Gunnison,9274,1999-01-01,262600.0
93551,80816,Florissant,CO,Teller,9542,1999-01-01,116000.0
93234,80102,Bennett,CO,Adams,10639,1999-01-01,155600.0
93265,80136,Strasburg,CO,Adams,10681,1999-01-01,148500.0
93549,80814,Divide,CO,Teller,10965,1999-01-01,134400.0
93396,80446,Granby,CO,Grand,11159,1999-01-01,132800.0
93393,80442,Fraser,CO,Grand,12023,1999-01-01,196100.0
93397,80447,Grand Lake,CO,Grand,12040,1999-01-01,177100.0
93392,80440,Fairplay,CO,Park,12096,1999-01-01,132900.0
93426,80482,Winter Park,CO,Grand,12277,1999-01-01,219900.0
93548,80813,Cripple Creek,CO,Teller,12902,1999-01-01,96200.0
93742,81236,Nathrop,CO,Chaffee,13610,1999-01-01,163900.0
93399,80449,Hartsel,CO,Park,14218,1999-01-01,62900.0
93562,80827,Lake George,CO,Park,14523,1999-01-01,106800.0
93405,80456,Jefferson,CO,Park,14686,1999-01-01,81100.0
93733,81225,Mount Crested Butte,CO,Gunnison,14722,1999-01-01,292700.0
93295,80219,Denver,CO,Denver,611,1999-02-01,112000.0
93252,80123,Denver,CO,Denver,753,1999-02-01,185600.0
93305,80229,Thornton,CO,Adams,943,1999-02-01,120000.0
93309,80233,Northglenn,CO,Adams,1106,1999-02-01,133300.0
93296,80220,Denver,CO,Denver,1249,1999-02-01,190700.0
93307,80231,Denver,CO,Denver,1272,1999-02-01,184300.0
93287,80210,Denver,CO,Denver,1326,1999-02-01,201500.0
93288,80211,Denver,CO,Denver,1388,1999-02-01,143100.0
93212,80022,Commerce City,CO,Adams,1681,1999-02-01,127500.0
93211,80021,Westminster,CO,Adams,1761,1999-02-01,154800.0
93282,80205,Denver,CO,Denver,1844,1999-02-01,107700.0
93280,80203,Denver,CO,Denver,1941,1999-02-01,182900.0
93320,80247,Denver,CO,Denver,1948,1999-02-01,164700.0
93281,80204,Denver,CO,Denver,2156,1999-02-01,103400.0
93297,80221,Sherrelwood,CO,Adams,2166,1999-02-01,121200.0
93219,80031,Westminster,CO,Adams,2261,1999-02-01,152600.0
93286,80209,Denver,CO,Denver,2327,1999-02-01,261000.0
93283,80206,Denver,CO,Denver,2331,1999-02-01,258200.0
93474,80601,Brighton,CO,Adams,2721,1999-02-01,149600.0
93330,80260,Thornton,CO,Adams,2863,1999-02-01,135200.0
93294,80218,Denver,CO,Denver,3055,1999-02-01,269800.0
93313,80237,Denver,CO,Denver,3118,1999-02-01,222200.0
93475,80602,Thornton,CO,Adams,3272,1999-02-01,206400.0
93315,80239,Denver,CO,Denver,3344,1999-02-01,122200.0
93316,80241,Thornton,CO,Adams,3426,1999-02-01,167600.0
93310,80234,Westminster,CO,Adams,3594,1999-02-01,168700.0
93298,80222,Denver,CO,Denver,3801,1999-02-01,157100.0
93322,80249,Denver,CO,Denver,4756,1999-02-01,151000.0
93289,80212,Denver,CO,Denver,4845,1999-02-01,144100.0
93300,80224,Denver,CO,Denver,5211,1999-02-01,181600.0
93284,80207,Denver,CO,Denver,5218,1999-02-01,125800.0
93314,80238,Denver,CO,Denver,5359,1999-02-01,193300.0
93319,80246,Denver,CO,Denver,5528,1999-02-01,179100.0
93299,80223,Denver,CO,Denver,5869,1999-02-01,111400.0
93688,81101,Alamosa,CO,Alamosa,6324,1999-02-01,66200.0
93218,80030,Westminster,CO,Adams,6779,1999-02-01,125500.0
93312,80236,Denver,CO,Denver,6891,1999-02-01,151600.0
93723,81201,Salida,CO,Chaffee,7547,1999-02-01,150200.0
93577,80863,Woodland Park,CO,Teller,7580,1999-02-01,171600.0
93737,81230,Gunnison,CO,Gunnison,7662,1999-02-01,140100.0
93306,80230,Denver,CO,Denver,8540,1999-02-01,276300.0
93493,80640,Commerce City,CO,Adams,8665,1999-02-01,170500.0
93725,81211,Buena Vista,CO,Chaffee,8677,1999-02-01,140800.0
93374,80421,Bailey,CO,Park,8799,1999-02-01,162100.0
93311,80235,Denver,CO,Denver,8995,1999-02-01,205200.0
93732,81224,Crested Butte,CO,Gunnison,9274,1999-02-01,263200.0
93551,80816,Florissant,CO,Teller,9542,1999-02-01,117400.0
93234,80102,Bennett,CO,Adams,10639,1999-02-01,157600.0
93265,80136,Strasburg,CO,Adams,10681,1999-02-01,150700.0
93549,80814,Divide,CO,Teller,10965,1999-02-01,135600.0
93396,80446,Granby,CO,Grand,11159,1999-02-01,133800.0
93393,80442,Fraser,CO,Grand,12023,1999-02-01,200100.0
93397,80447,Grand Lake,CO,Grand,12040,1999-02-01,178900.0
93392,80440,Fairplay,CO,Park,12096,1999-02-01,134500.0
93426,80482,Winter Park,CO,Grand,12277,1999-02-01,226400.0
93548,80813,Cripple Creek,CO,Teller,12902,1999-02-01,96200.0
93742,81236,Nathrop,CO,Chaffee,13610,1999-02-01,166500.0
93399,80449,Hartsel,CO,Park,14218,1999-02-01,64600.0
93562,80827,Lake George,CO,Park,14523,1999-02-01,108200.0
